,state,pollster,sponsor,start.date,end.date,entry.date.time..et.,number.of.observations,population,mode,biden,trump,biden_margin,other,undecided,url,include,notes
525,NC,Marist College,,7/14/2020,7/22/2020,7/26/2020 9:42:00,882,rv,Live Phone,51.0,44.0,7.0,,,https://assets.documentcloud.org/documents/7007170/NBC-News-Marist-Poll-NC-Annotated-Questionnaire.pdf,True,
526,--,NORC,AP,7/16/2020,7/20/2020,7/26/2020 9:42:00,1057,a,Live Phone,46.0,34.0,12.0,,,https://apnorc.org/wp-content/uploads/2020/07/topline_final.pdf,True,
527,PA,Gravis Marketing,,7/22/2020,7/24/2020,7/25/2020 12:48:00,1006,lv,IVR/Online,48.0,45.0,3.0,,,https://www.gravismarketing.com/pa-poll-results/,True,
528,MI,Gravis Marketing,,7/22/2020,7/22/2020,7/24/2020 20:34:00,754,lv,IVR/Online,51.0,42.0,9.0,,,https://www.gravismarketing.com/michigan-poll-results/,True,
529,WI,Gravis Marketing,,7/22/2020,7/22/2020,7/24/2020 20:34:00,796,lv,IVR/Online,50.0,42.0,8.0,,,https://www.gravismarketing.com/wisconsin-poll-results/,True,
530,--,Data for Progress,,7/21/2020,7/21/2020,7/24/2020 20:34:00,652,rv,Online,50.0,44.0,6.0,,,https://docs.google.com/spreadsheets/d/1dGGzVgmSaesL4N8JeM07YIfMsT_BJ1yflf-29y_ejcQ/edit,True,
531,--,Echelon Insights,,7/17/2020,7/22/2020,7/24/2020 20:33:00,1000,lv,Online,50.0,37.0,13.0,,,https://60p3co1nax34ovc830mr2sak-wpengine.netdna-ssl.com/wp-content/uploads/Omnibus_Release1_deck_July20201.pdf,True,
532,--,Echelon Insights,,4/18/2020,4/21/2020,7/24/2020 20:33:00,1000,lv,Online,52.0,43.0,9.0,,,https://60p3co1nax34ovc830mr2sak-wpengine.netdna-ssl.com/wp-content/uploads/Omnibus_Release1_deck_July20201.pdf,True,
533,--,Echelon Insights,,3/20/2020,3/24/2020,7/24/2020 20:33:00,1000,lv,Online,51.0,41.0,10.0,,,https://60p3co1nax34ovc830mr2sak-wpengine.netdna-ssl.com/wp-content/uploads/Omnibus_Release1_deck_July20201.pdf,True,
534,--,Echelon Insights,,1/20/2020,1/23/2020,7/24/2020 20:33:00,1000,lv,Online,49.0,40.0,9.0,,,https://60p3co1nax34ovc830mr2sak-wpengine.netdna-ssl.com/wp-content/uploads/Omnibus_Release1_deck_July20201.pdf,True,
535,PA,Fox News/Beacon Research/Shaw & Co. Research,,7/17/2020,7/20/2020,7/23/2020 17:58:00,793,rv,Live Phone,50.0,39.0,11.0,,,https://static.foxnews.com/foxnews.com/content/uploads/2020/07/Fox_July-18-20-2020_Complete_Pennsylvania_Topline_July-23-Release.pdf,True,
536,MN,Fox News/Beacon Research/Shaw & Co. Research,,7/17/2020,7/20/2020,7/23/2020 17:58:00,776,rv,Live Phone,51.0,38.0,13.0,,,https://static.foxnews.com/foxnews.com/content/uploads/2020/07/Fox_July-18-20-2020_Complete_Minnesota_Topline_July-23-Release.pdf,True,
537,MI,Fox News/Beacon Research/Shaw & Co. Research,,7/17/2020,7/20/2020,7/23/2020 17:58:00,756,rv,Live Phone,49.0,40.0,9.0,,,https://static.foxnews.com/foxnews.com/content/uploads/2020/07/Fox_July-18-20-2020_Complete_Michigan_Topline_July-23-Release.pdf,True,
538,--,Hart Research Associates,,5/13/2020,5/15/2020,7/23/2020 17:34:00,1015,rv,Online,51.0,43.0,8.0,,,https://www.protectourcare.org/wp-content/uploads/2020/03/FI12859-Coronavirus-March-2020.pdf,True,
539,--,Global Strategy Group,Data for Progress,6/23/2020,7/1/2020,7/23/2020 17:33:00,3249,rv,Online,50.0,39.0,11.0,4.0,7.0,https://www.climatepower2020.org/wp-content/uploads/sites/23/2020/07/GSG-Climate-Power-Deck-FINAL.pdf,True,
540,--,GQR Research,,7/15/2020,7/19/2020,7/23/2020 16:43:00,1000,rv,Online,55.0,44.0,11.0,,,https://accountabletech.org/wp-content/uploads/2020/07/Accountable-Tech-071920-FQ.pdf,True,
541,FL,Quinnipiac University,,7/16/2020,7/20/2020,7/23/2020 16:41:00,924,rv,Live Phone,51.0,38.0,13.0,,,https://poll.qu.edu/florida/release-detail?ReleaseID=3668,True,
542,FL,St Pete Polls,,7/13/2020,7/14/2020,7/23/2020 9:07:00,3018,lv,IVR,50.0,44.0,6.0,,,https://floridapolitics.com/archives/351214-poll-joe-biden-leads-in-florida-with-more-than-50-of-the-vote,True,
543,TX,Quinnipiac University,,7/16/2020,7/20/2020,7/22/2020 14:46:00,880,rv,Live Phone,45.0,44.0,1.0,,,https://poll.qu.edu/texas/release-detail?ReleaseID=3667,True,
544,GA,Garin-Hart-Yang Research Group,,7/9/2020,7/15/2020,7/22/2020 14:45:00,800,lv,Online,47.0,43.0,4.0,,,https://electjon.com/wp-content/uploads/2020/07/2020.07.22-Ossoff-poll-memo.pdf,True,
545,AZ,Public Policy Polling,,7/17/2020,7/18/2020,7/22/2020 11:12:00,960,rv,IVR,49.0,45.0,4.0,,,https://www.afscme.org/press/press-releases/2020/20200718-PPP-Arizona-Results.pdf,True,
546,--,YouGov,Economist,7/19/2020,7/21/2020,7/22/2020 10:03:00,1222,rv,Online,48.0,41.0,7.0,,,https://docs.cdn.yougov.com/8uw05wqpg2/econTabReport.pdf,True,
547,--,Ipsos,Reuters,7/15/2020,7/21/2020,7/22/2020 10:03:00,3744,rv,Online,46.0,38.0,8.0,,,https://www.reuters.com/article/usa-election-poll/poll-biden-leading-trump-by-8-points-also-has-a-big-advantage-with-undecided-voters-idUSL2N2ES29K,True,
548,--,Morning Consult,,7/13/2020,7/19/2020,7/22/2020 10:03:00,31310,rv,Online,47.0,40.0,7.0,,,https://morningconsult.com/2020/07/22/trump-biden-economy-trust-polling/,True,
549,GA,Trafalgar Group,,7/15/2020,7/18/2020,7/20/2020 16:59:00,1023,lv,IVR,43.0,50.0,-7.0,,,https://drive.google.com/file/d/14b1jw1EuSpo90_kwZJKiSjHMQ378jFoA/view,True,
550,NC,Cardinal Point Analytics,,7/13/2020,7/15/2020,7/20/2020 16:57:00,547,lv,IVR/Live Phone,48.0,49.0,-1.0,1.0,3.0,https://cpapolling.com/wp-content/uploads/2020/07/NC_Poll_Results_2020-07-20.pdf,True,
551,--,Benenson Strategy Group/GS Strategy Group,,7/15/2020,7/18/2020,7/20/2020 11:50:00,1301,lv,Live Phone,50.0,39.0,11.0,,,https://ac32b1ba-8f5b-411f-91ab-b7ae9a046606.usrfiles.com/ugd/ac32b1_ea3fc74c5d06467da0fd05cdd91dcb8f.pdf,True,
552,SC,Gravis Marketing,,7/17/2020,7/17/2020,7/19/2020 14:30:00,604,lv,IVR/Online,46.0,50.0,-4.0,,,https://www.gravismarketing.com/south-carolina-poll-results-gravis-marketing-2020/,True,
553,MI,Public Policy Polling,,7/9/2020,7/10/2020,7/19/2020 14:30:00,1041,rv,IVR,51.0,44.0,7.0,,,https://giffords.org/wp-content/uploads/2020/07/MichiganResults2-1.pdf,True,
554,--,Fox News/Beacon Research/Shaw & Co. Research,,7/12/2020,7/15/2020,7/19/2020 9:25:00,1104,rv,Live Phone,49.0,41.0,8.0,,,https://static.foxnews.com/foxnews.com/content/uploads/2020/07/Fox_July-12-15-2020_Complete_National_Topline_July-19-Release.pdf,True,
555,--,ABC News/Washington Post,,7/12/2020,7/15/2020,7/19/2020 0:55:00,700,lv,Live Phone,54.0,44.0,10.0,,,https://www.langerresearch.com/wp-content/uploads/1214a22020Election.pdf,True,
556,--,ABC News/Washington Post,,7/12/2020,7/15/2020,7/19/2020 0:55:00,845,rv,Live Phone,55.0,40.0,15.0,,,https://www.langerresearch.com/wp-content/uploads/1214a22020Election.pdf,True,
557,AK,Alaska Survey Research,,6/23/2020,7/7/2020,7/17/2020 20:13:00,663,lv,Live Phone/Online,48.0,49.0,-1.0,,,https://www.facebook.com/alaskasurvey/posts/1681737535312206,True,
558,--,UCLA Nationscape,Democracy Fund,7/2/2020,7/8/2020,7/17/2020 12:49:00,4983,rv,Online,49.0,41.0,8.0,,,https://www.usatoday.com/story/news/politics/elections/2020/07/17/trump-approval-rating-race-relations-rating-drop-amid-covid-19-survey-shows/5444310002/,True,
559,--,UCLA Nationscape,Democracy Fund,4/9/2020,4/15/2020,7/17/2020 12:48:00,5036,rv,Online,48.0,43.0,5.0,,,https://www.usatoday.com/story/news/politics/elections/2020/07/17/trump-approval-rating-race-relations-rating-drop-amid-covid-19-survey-shows/5444310002/,True,
560,KY,Garin-Hart-Yang Research Group,,7/7/2020,7/12/2020,7/16/2020 16:57:00,800,lv,Online,41.0,53.0,-12.0,,,https://amymcgrath.com/wp-content/uploads/2020/07/Polling-Memo-07-16.pdf,True,
561,AZ,OH Predictive Insights,MBQF,7/6/2020,7/7/2020,7/16/2020 8:56:00,600,lv,IVR/Live Phone,49.0,44.0,5.0,,,https://f.hubspotusercontent40.net/hubfs/7453540/200706_AZPOP/Arizona%20Public%20Opinion%20Pulse%20--%20Presidential%20Toplines.pdf,True,
562,--,NBC News/Wall Street Journal,,7/9/2020,7/12/2020,7/15/2020 17:08:00,900,rv,Live Phone,51.0,40.0,11.0,,,https://assets.documentcloud.org/documents/6989473/200356-NBCWSJ-July-Poll-7-15-2020-Release.pdf,True,
563,--,Ipsos,Reuters,7/13/2020,7/14/2020,7/15/2020 17:06:00,961,rv,Online,47.0,37.0,10.0,,,https://www.reuters.com/article/us-usa-election-poll-idUSKCN24G14N,True,
564,--,Quinnipiac University,,7/9/2020,7/13/2020,7/15/2020 16:15:00,1273,rv,Live Phone,52.0,37.0,15.0,,,https://poll.qu.edu/national/release-detail?ReleaseID=3666,True,
565,--,YouGov,Yahoo,7/11/2020,7/14/2020,7/15/2020 12:21:00,1081,rv,Online,47.0,39.0,8.0,,,https://docs.cdn.yougov.com/pf8xh3r9pm/20200714_yahoo_coronavirus_crosstabs.pdf,True,
566,PA,Monmouth University,,7/9/2020,7/13/2020,7/15/2020 11:15:00,401,lv,Live Phone,52.0,43.0,9.0,3.0,2.0,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_pa_071520.pdf/,True,avg of lv filters
567,--,YouGov,Economist,7/12/2020,7/14/2020,7/15/2020 10:02:00,1252,rv,Online,49.0,40.0,9.0,,,https://docs.cdn.yougov.com/hpupr0zhkl/econTabReport.pdf,True,
568,--,Morning Consult,,7/6/2020,7/13/2020,7/15/2020 8:49:00,32514,rv,Online,47.0,39.0,8.0,,,https://morningconsult.com/2020/07/15/as-trump-questions-faucis-covid-19-handling-voters-give-the-doctor-good-marks/,True,
569,WI,Change Research,,7/10/2020,7/12/2020,7/15/2020 8:49:00,601,lv,Online,48.0,42.0,6.0,,,https://www.changeresearch.com/post/states-of-play-battleground-wave-9,True,
570,PA,Change Research,,7/10/2020,7/12/2020,7/15/2020 8:49:00,743,lv,Online,50.0,42.0,8.0,,,https://www.changeresearch.com/post/states-of-play-battleground-wave-9,True,
571,NC,Change Research,,7/10/2020,7/12/2020,7/15/2020 8:49:00,655,lv,Online,47.0,46.0,1.0,,,https://www.changeresearch.com/post/states-of-play-battleground-wave-9,True,
572,MI,Change Research,,7/10/2020,7/12/2020,7/15/2020 8:49:00,824,lv,Online,48.0,42.0,6.0,,,https://www.changeresearch.com/post/states-of-play-battleground-wave-9,True,
573,FL,Change Research,,7/10/2020,7/12/2020,7/15/2020 8:49:00,1128,lv,Online,50.0,43.0,7.0,,,https://www.changeresearch.com/post/states-of-play-battleground-wave-9,True,
574,AZ,Change Research,,7/10/2020,7/12/2020,7/15/2020 8:49:00,345,lv,Online,51.0,45.0,6.0,,,https://www.changeresearch.com/post/states-of-play-battleground-wave-9,True,
575,--,Change Research,,7/10/2020,7/12/2020,7/15/2020 8:49:00,1258,lv,Online,51.0,41.0,10.0,,,https://www.changeresearch.com/post/states-of-play-battleground-wave-9,True,
576,FL,Gravis Marketing,,7/13/2020,7/13/2020,7/14/2020 10:45:00,529,lv,IVR/Online,53.0,43.0,10.0,,,https://www.scribd.com/document/469124461/Florida-July-13-2020,True,
577,MT,Civiqs,,7/11/2020,7/13/2020,7/14/2020 8:53:00,873,rv,Online,45.0,49.0,-4.0,5.0,1.0,https://civiqs.com/documents/Civiqs_DailyKos_MT_banner_book_2020_07_ba6t8k.pdf,True,
578,--,Redfield & Wilton Strategies,,7/9/2020,7/9/2020,7/13/2020 14:23:00,1853,lv ,Online,48.0,40.0,8.0,3.0,10.0,https://redfieldandwiltonstrategies.com/latest-usa-voting-intention-july-9/,True,
579,--,RMG Research,ScottRasmussen.com,7/9/2020,7/11/2020,7/13/2020 14:23:00,1200,rv,Online,46.0,39.0,7.0,,,https://justthenews.com/sites/default/files/2020-07/2020-07-13%20JTN%20Poll%20Crosstabs.pdf,True,
580,MT,Public Policy Polling,,7/9/2020,7/10/2020,7/13/2020 11:04:00,1224,rv,IVR,42.0,51.0,-9.0,,,https://www.publicpolicypolling.com/wp-content/uploads/2020/07/MontanaPoll071220.pdf,True,
581,MO,YouGov,Saint Louis University,6/23/2020,7/1/2020,7/13/2020 11:04:00,900,lv,Online,43.0,50.0,-7.0,4.0,4.0,https://www.slu.edu/research/research-institute/big-ideas/slu-poll/june-2020-poll/trump-biden.php,True,
582,TX,YouGov,CBS News,7/7/2020,7/10/2020,7/12/2020 11:56:00,1185,lv,Online,45.0,46.0,-1.0,,,https://drive.google.com/file/d/18HFC79lmRr1KVcbrUysfJd6XpLZxZxaP/view,True,
583,FL,YouGov,CBS News,7/7/2020,7/10/2020,7/12/2020 11:56:00,1206,lv,Online,48.0,42.0,6.0,,,https://drive.google.com/file/d/18HFC79lmRr1KVcbrUysfJd6XpLZxZxaP/view,True,
584,AZ,YouGov,CBS News,7/7/2020,7/10/2020,7/12/2020 11:56:00,1087,lv,Online,46.0,46.0,0.0,,,https://drive.google.com/file/d/18HFC79lmRr1KVcbrUysfJd6XpLZxZxaP/view,True,
585,TX,University of Texas at Tyler,Dallas Morning News,6/29/2020,7/7/2020,7/12/2020 11:55:00,1677,lv,Live Phone/Online,48.0,43.0,5.0,,,https://projects.fivethirtyeight.com/polls/20200712_TX.pdf,True,
586,--,Morning Consult,,6/29/2020,7/5/2020,7/10/2020 18:40:00,33549,rv,Online,48.0,39.0,9.0,,,https://morningconsult.com/2020/07/10/liberal-moderate-conservative-trump-biden-polling/,True,
587,NC,GBAO,,4/13/2020,4/16/2020,7/10/2020 18:40:00,500,lv,Live Phone/Online,48.0,46.0,2.0,,,https://www.plusaction.us/s/PLUS-AZ-IA-NC-Survey-Topline-Results-041620-2.pdf,True,
588,IA,GBAO,,4/13/2020,4/16/2020,7/10/2020 18:40:00,500,lv,Live Phone/Online,45.0,48.0,-3.0,,,https://www.plusaction.us/s/PLUS-AZ-IA-NC-Survey-Topline-Results-041620-2.pdf,True,
589,AZ,GBAO,,4/13/2020,4/16/2020,7/10/2020 18:40:00,500,lv,Live Phone/Online,47.0,46.0,1.0,,,https://www.plusaction.us/s/PLUS-AZ-IA-NC-Survey-Topline-Results-041620-2.pdf,True,
590,--,Data for Progress,,7/7/2020,7/7/2020,7/10/2020 11:10:00,673,rv,Online,52.0,42.0,10.0,,,https://docs.google.com/spreadsheets/d/1dGGzVgmSaesL4N8JeM07YIfMsT_BJ1yflf-29y_ejcQ/edit,True,
591,--,Data for Progress,,7/7/2020,7/7/2020,7/10/2020 11:10:00,745,a,Online,52.0,42.0,10.0,,,https://docs.google.com/spreadsheets/d/1dGGzVgmSaesL4N8JeM07YIfMsT_BJ1yflf-29y_ejcQ/edit,True,
592,NC,Public Policy Polling,,7/7/2020,7/8/2020,7/9/2020 14:42:00,818,rv,IVR,50.0,46.0,4.0,,,https://www.publicpolicypolling.com/wp-content/uploads/2020/07/NorthCarolinaResults7920.pdf,True,
593,AK,Public Policy Polling,,7/7/2020,7/8/2020,7/9/2020 10:30:00,1081,rv,IVR,45.0,48.0,-3.0,,,https://www.publicpolicypolling.com/wp-content/uploads/2020/07/AlaskaResults20200709.pdf,True,
594,--,Ipsos,Reuters,7/6/2020,7/7/2020,7/8/2020 11:14:00,952,rv,Online,43.0,37.0,6.0,,,https://www.reuters.com/article/us-usa-election-poll/most-americans-believe-russia-targeted-u-s-soldiers-want-sanctions-in-response-reuters-ipsos-poll-shows-idUSKBN2491G2,True,
595,--,Research Co.,,7/1/2020,7/2/2020,7/8/2020 11:13:00,1049,lv,Online,49.0,40.0,9.0,3.0,8.0,https://researchco.ca/2020/07/08/trump-vs-biden-2/,True,
596,--,Opinium,,6/19/2020,6/25/2020,7/8/2020 11:09:00,500,rv,Online,52.0,40.0,12.0,,,https://www.theguardian.com/us-news/2020/jul/08/americans-racism-police-brutality-problems-poll,True,
597,--,PureSpectrum,Northeastern University,6/12/2020,6/28/2020,7/8/2020 9:35:00,22501,lv,Online,47.0,37.0,10.0,,,https://covidstates.net/COVID19%20CONSORTIUM%20REPORT%20APPROVAL%20JULY%202020.pdf,True,
598,--,PureSpectrum,Northeastern University,5/16/2020,5/31/2020,7/8/2020 9:35:00,18132,lv,Online,46.0,37.0,9.0,,,https://covidstates.net/COVID19%20CONSORTIUM%20REPORT%20APPROVAL%20JULY%202020.pdf,True,
599,--,PureSpectrum,Northeastern University,5/2/2020,5/15/2020,7/8/2020 9:35:00,20333,lv,Online,43.0,39.0,4.0,,,https://covidstates.net/COVID19%20CONSORTIUM%20REPORT%20APPROVAL%20JULY%202020.pdf,True,
600,--,PureSpectrum,Northeastern University,4/16/2020,4/30/2020,7/8/2020 9:35:00,19505,lv,Online,44.0,40.0,4.0,,,https://covidstates.net/COVID19%20CONSORTIUM%20REPORT%20APPROVAL%20JULY%202020.pdf,True,
601,--,YouGov,Economist,7/5/2020,7/7/2020,7/8/2020 9:22:00,1163,rv,Online,49.0,40.0,9.0,4.0,4.0,https://docs.cdn.yougov.com/lraqqdhd7j/econTabReport.pdf,True,
602,--,Public Policy Polling,,6/25/2020,6/26/2020,7/7/2020 13:29:00,996,rv,IVR,53.0,42.0,11.0,,,https://giffords.org/wp-content/uploads/2020/07/NationalResults1.pdf,True,
603,PA,Trafalgar Group,,6/29/2020,7/2/2020,7/6/2020 13:52:00,1062,lv,IVR,48.0,43.0,5.0,,,https://drive.google.com/file/d/1ogy9usBPpSYOVTYilcOB1mhVvI8rTXk9/view,True,
604,ME,Public Policy Polling,,7/2/2020,7/3/2020,7/6/2020 10:25:00,1022,rv,IVR,53.0,42.0,11.0,,,https://www.publicpolicypolling.com/wp-content/uploads/2020/07/MaineJuly2020Poll.pdf,True,
605,FL,Trafalgar Group,,6/29/2020,7/2/2020,7/3/2020 22:52:00,1072,lv,IVR,46.0,46.0,0.0,,,https://drive.google.com/file/d/1wz76zNVSrvvmbfz7iOOEdRMMuJZvseC3/view,True,
606,--,YouGov,Yahoo,6/19/2020,7/1/2020,7/2/2020 15:48:00,1187,rv,Online,45.0,40.0,5.0,,,https://docs.cdn.yougov.com/5vm5q0zz9s/20200702_yahoo_patriotism_politics_crosstabs.pdf,True,
607,--,Monmouth University,,6/26/2020,6/30/2020,7/2/2020 11:06:00,733,rv,Live Phone,52.0,39.0,13.0,4.0,,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_070220.pdf/,True,
608,TX,YouGov,TX Politics Project,6/19/2020,6/29/2020,7/2/2020 10:52:00,1200,rv,Online,44.0,48.0,-4.0,,,https://texaspolitics.utexas.edu/blog/pre-4th-july-preview-new-uttexas-politics-project-poll,True,
609,TX,Public Policy Polling,,6/24/2020,6/25/2020,7/2/2020 8:58:00,729,rv,IVR,48.0,46.0,2.0,,,https://www.publicpolicypolling.com/wp-content/uploads/2020/07/TXToplines7220.pdf,True,
610,MT,University of Montana,,6/17/2020,6/26/2020,7/2/2020 8:57:00,517,rv,Online,38.0,52.0,-14.0,,,https://www.umt.edu/bigskypoll/Polls/summer2020/summer2020---aggregate.pdf,True,
611,--,Hart Research Associates,,6/22/2020,6/28/2020,7/1/2020 20:21:00,1000,lv,Online,55.0,41.0,14.0,,,https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2020/07/Arizona-OANN-June-28-2020-v3.pdf,True,
612,--,Ipsos,Reuters,6/29/2020,6/30/2020,7/1/2020 17:42:00,943,rv,Online,46.0,38.0,8.0,,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-07/2020_reuters_tracking_-_core_political_presidential_approval_tracker_07_01_2020_.pdf,True,
613,MI,Public Policy Polling,,6/26/2020,6/27/2020,7/1/2020 17:42:00,1237,rv,IVR,50.0,44.0,6.0,,,https://progressmichigan.org/wp-content/uploads/2020/07/MichiganResults-july2020.pdf,True,
614,--,The Harris Poll,Harvard,6/17/2020,6/18/2020,7/1/2020 17:41:00,1886,rv,Online,56.0,44.0,12.0,,,https://harvardharrispoll.com/wp-content/uploads/2020/07/HHP_June2020_Topline_RegisteredVoters.pdf,True,
615,CO,Public Policy Polling,,6/29/2020,6/30/2020,7/1/2020 14:17:00,840,rv,IVR,56.0,39.0,17.0,,,https://endcitizensunited.org/wp-content/uploads/2020/07/ColoradoResults1.pdf,True,
616,--,IBD/TIPP,,6/27/2020,6/30/2020,7/1/2020 13:53:00,1005,rv,Online,48.0,40.0,8.0,,,https://www.investors.com/politics/joe-biden-lead-expands-over-president-donald-trump-coronavirus-protest-response/,True,
617,AZ,Data Orbital,,6/27/2020,6/29/2020,7/1/2020 12:13:00,600,lv,Live Phone,47.0,45.0,2.0,,,https://mcusercontent.com/5a280d25318f2afe3f311adb6/files/189fa6eb-fa30-4dc7-8305-646a398e155c/AZ_Statewide_Live_LV_Toplines_Public_063020.pdf,True,
618,--,YouGov,Economist,6/28/2020,6/30/2020,7/1/2020 9:55:00,1198,rv,Online,49.0,40.0,9.0,,,https://docs.cdn.yougov.com/k05rp8ded6/econTabReport.pdf,True,
619,WI,Change Research,,6/26/2020,6/28/2020,7/1/2020 8:49:00,400,lv,Online,51.0,43.0,8.0,,,https://www.changeresearch.com/post/states-of-play-battleground-wave-8,True,
620,PA,Change Research,,6/26/2020,6/28/2020,7/1/2020 8:49:00,400,lv,Online,50.0,44.0,6.0,,,https://www.changeresearch.com/post/states-of-play-battleground-wave-8,True,
621,NC,Change Research,,6/26/2020,6/28/2020,7/1/2020 8:49:00,400,lv,Online,51.0,44.0,7.0,,,https://www.changeresearch.com/post/states-of-play-battleground-wave-8,True,
622,MI,Change Research,,6/26/2020,6/28/2020,7/1/2020 8:49:00,400,lv,Online,48.0,43.0,5.0,,,https://www.changeresearch.com/post/states-of-play-battleground-wave-8,True,
623,FL,Change Research,,6/26/2020,6/28/2020,7/1/2020 8:49:00,400,lv,Online,50.0,45.0,5.0,,,https://www.changeresearch.com/post/states-of-play-battleground-wave-8,True,
624,AZ,Change Research,,6/26/2020,6/28/2020,7/1/2020 8:49:00,400,lv,Online,51.0,44.0,7.0,,,https://www.changeresearch.com/post/states-of-play-battleground-wave-8,True,
625,--,Change Research,,6/26/2020,6/28/2020,7/1/2020 8:49:00,1663,lv,Online,47.0,40.0,7.0,,,https://www.changeresearch.com/post/states-of-play-battleground-wave-8,True,
626,--,Morning Consult,,6/22/2020,6/28/2020,7/1/2020 8:48:00,28722,rv,Online,47.0,40.0,7.0,,,https://morningconsult.com/2020/07/01/voter-optimism-polling-right-direction-wrong-track/,True,
627,NC,East Carolina University,,6/22/2020,6/25/2020,6/30/2020 17:34:00,1149,rv,Online,45.0,44.0,1.0,,,https://surveyresearch-ecu.reportablenews.com/pr/presidential-and-senate-elections-remain-highly-competitive-in-battleground-north-carolina-cooper-continues-to-lead-forest-in-race-for-governor,True,
628,--,Suffolk University,,6/25/2020,6/29/2020,6/30/2020 14:16:00,1000,rv,Live Phone,46.0,37.0,9.0,11.0,6.0,https://www.usatoday.com/story/news/politics/elections/2020/06/30/poll-biden-widens-lead-but-trump-has-enthusiasm-edge/3234610001/,True,
629,--,Suffolk University,,6/25/2020,6/29/2020,6/30/2020 14:16:00,1000,rv,Live Phone,53.0,41.0,12.0,,,https://www.usatoday.com/story/news/politics/elections/2020/06/30/poll-biden-widens-lead-but-trump-has-enthusiasm-edge/3234610001/,True,
630,--,Pew Research Center,,6/16/2020,6/22/2020,6/30/2020 11:09:00,3577,rv,Online,54.0,44.0,10.0,2.0,,https://www.people-press.org/2020/06/30/publics-mood-turns-grim-trump-trails-biden-on-most-personal-traits-major-issues/,True,
631,NY,Siena College,,6/23/2020,6/25/2020,6/30/2020 9:41:00,806,rv,Live Phone,57.0,32.0,25.0,,,https://scri.siena.edu/wp-content/uploads/2020/06/SNY0620-Crosstabs_642642.pdf,True,
632,MO,Garin-Hart-Yang Research Group,,6/16/2020,6/22/2020,6/30/2020 9:40:00,800,lv,Online,48.0,46.0,2.0,,,https://moscout.com/s/Galloway-For-Governor-Recent-Polling-of-the-Presidential-and-Gubernatorial-Races-in-MO.pdf,True,
633,--,Optimus,,6/25/2020,6/27/2020,6/29/2020 21:05:00,1200,rv,Online,45.0,41.0,4.0,,,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-29-2020,True,
634,--,Optimus,,6/25/2020,6/27/2020,6/29/2020 21:05:00,903,lv,Online,41.0,31.0,10.0,,,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-29-2020,True,
635,PA,Susquehanna Polling & Research Inc.,FOX43,6/15/2020,6/23/2020,6/29/2020 14:07:00,715,lv,Live Phone/Online/Text,46.0,41.0,5.0,,,https://www.fox43.com/article/news/biden-leads-trump-by-five-points-in-fox43-susquehanna-polling-and-research-survey/521-3944bc02-f008-49d5-9318-76a5a5436611,True,
636,--,RMG Research,ScottRasmussen.com,6/25/2020,6/27/2020,6/29/2020 11:00:00,1200,rv,Online,47.0,39.0,8.0,,,https://scottrasmussen.com/biden-47-trump-39/,True,
637,GA,Public Policy Polling,,6/25/2020,6/26/2020,6/29/2020 9:22:00,734,rv,IVR,49.0,45.0,4.0,,,https://www.nationaljournal.com/s/707865?unlock=FQZ9WISMGXW72NOC,True,
638,WI,Trafalgar Group,,6/23/2020,6/25/2020,6/28/2020 21:03:00,1021,lv,IVR,45.0,46.0,-1.0,,,https://drive.google.com/file/d/1F24BlPxjI_qqhY_aevu_2b0vDRTaJQHj/view,True,
639,--,Climate Nexus,,6/6/2020,6/11/2020,6/26/2020 13:51:00,9087,rv,Online,48.0,41.0,7.0,,,https://climatenexus.org/wp-content/uploads/2015/09/Climate-Nexus-National-Poll-Toplines-Climate-Change-Voter-Opinions-in-2020.pdf,True,
640,--,YouGov,Yahoo,6/24/2020,6/25/2020,6/26/2020 12:53:00,1244,rv,Online,47.0,39.0,8.0,,,https://docs.cdn.yougov.com/ove5ckbw84/20200626_yahoo_race_politics_crosstabs.pdf,True,
641,--,Marist College,,6/22/2020,6/24/2020,6/26/2020 12:13:00,1515,rv,Live Phone,52.0,44.0,8.0,,,http://maristpoll.marist.edu/wp-content/uploads/2020/06/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_2006251102.pdf,True,
642,--,Kaiser Family Foundation,,6/8/2020,6/14/2020,6/26/2020 11:25:00,1094,rv,Live Phone,51.0,38.0,13.0,,,http://files.kff.org/attachment/Topline-KFF-Health-Tracking-Poll-June-2020.pdf,True,
643,TX,Fox News/Beacon Research/Shaw & Co. Research,,6/20/2020,6/23/2020,6/25/2020 18:19:00,1001,rv,Live Phone,45.0,44.0,1.0,,,https://static.foxnews.com/foxnews.com/content/uploads/2020/06/Fox_June-20-23-2020_Complete_Texas_Topline_June-25-Release.pdf,True,
